stock_symbol,date,total_items,news_count,tweet_count,positive_count,neutral_count,negative_count,avg_sentiment,news_avg_sentiment,tweet_avg_sentiment
TSLA,2025-09-04,30,0,30,9,7,14,-0.07210478981749216,,-0.07210478981749216
